Year,Age,Female,Male,Total
2000,2,58,103,161
2000,3,56,66,122
2000,4,56,56,112
2000,5,41,48,89
2000,6,34,63,97
2000,7,31,46,77
2000,8,36,44,80
2000,9,35,52,87
2000,10,41,56,97
2000,11,39,59,98
2000,12,43,72,115
2000,13,36,62,98
2000,14,44,77,121
2000,15,53,100,153
2000,16,81,136,217
2000,17,82,219,301
2000,18,122,276,398
2000,19,111,311,422
2000,20,106,298,404
2000,21,107,300,407
2000,22,103,280,383
2000,23,111,293,404
2000,24,108,320,428
2000,25,134,335,469
2000,26,136,324,460
2000,27,148,393,541
2000,28,162,426,588
2000,29,171,474,645
2000,30,208,438,646
2000,31,220,466,686
2000,32,221,526,747
2000,33,265.01,475,740.01
2000,34,296,540,836
2000,35,329,592,921
2000,36,363,622,985
2000,37,342.01,662,1004.01
2000,38,397,641,1038
2000,39,404,654,1058
2000,40,463,706,1169
2000,41,497.01,785,1282.01
2000,42,549.01,748,1297.01
2000,43,581,799,1380
2000,44,584,872,1456
2000,45,611,906,1517
2000,46,758,1017,1775
2000,47,790,1162,1952
2000,48,793.01,1241,2034.01
2000,49,909,1434,2343
2000,50,1046,1652,2698
2000,51,1143,1728,2871
2000,52,1421,1970,3391
2000,53,1542.01,2296,3838.01
2000,54,1446,2063,3509
2000,55,1536,2302,3838
2000,56,1621.01,2633,4254.01
2000,57,1758,2672,4430
2000,58,1704.01,2607,4311.01
2000,59,1775.01,2846,4621.01
2000,60,2084.01,3334,5418.01
2000,61,2239.01,3671,5910.01
2000,62,2395.01,3916,6311.01
2000,63,2526.01,4193,6719.01
2000,64,2895.01,4383,7278.01
2000,65,3034.01,4817,7851.01
2000,66,3329.01,5136,8465.01
2000,67,3603.02,5554,9157.02
2000,68,4088.02,6137,10225.02
2000,69,4641.02,6729,11370.02
2000,70,5034.01,7115,12149.01
2000,71,5542.02,7551,13093.02
2000,72,5873.02,8104,13977.02
2000,73,6466.02,8803,15269.02
2000,74,7384.02,9553,16937.02
2000,75,7887.02,9608,17495.02
2000,76,8604.03,9895,18499.03
2000,77,9389.03,10356,19745.03
2000,78,10339.03,11211,21550.03
2000,79,11523.03,11656,23179.03
2000,80,12389.04,11737,24126.04
2000,81,9314.03,8407,17721.03
2000,82,9410.03,7919,17329.03
2000,83,10867.04,8492,19359.04
2000,84,11990.04,8794,20784.04
2000,85,13026.04,8776,21802.04
2000,86,13124.03,8249,21373.03
2000,87,12798.04,7421,20219.04
2000,88,12362.03,6616,18978.03
2000,89,11636.04,5605,17241.04
2000,90,10980.03,4950,15930.03
2000,91,10263.03,3977,14240.03
2000,92,9153.02,3318,12471.02
2000,93,7766.02,2545,10311.02
2000,94,6415.02,1894,8309.02
2000,95,5327.02,1402,6729.02
2000,96,4157.01,994,5151.01
2000,97,3136.01,682,3818.01
2000,98,2236.01,439,2675.01
2000,99,1543,260,1803
2000,100,1069,174,1243
2000,101,706,76,782
2000,102,410,61,471
2000,103,267,25,292
2000,104,149.01,15,164.01
2000,105,82,10,92
2000,106,44,3,47
2000,107,25,1,26
2000,108,14,2,16
2000,109,7,1,8
2000,110+,5,0,5
2001,0,1622,2042,3664
2001,1,116,139,255
2001,2,66,87,153
2001,3,65,62,127
2001,4,50,59,109
2001,5,45,48,93
2001,6,40,50,90
2001,7,38,49,87
2001,8,47,41,88
2001,9,38,35,73
2001,10,25,55,80
2001,11,44,45,89
2001,12,36,60,96
2001,13,47,76,123
2001,14,55,94,149
2001,15,67,101,168
2001,16,84,146,230
2001,17,91,216,307
2001,18,105,298,403
2001,19,92,300,392
2001,20,109,298,407
2001,21,119,313,432
2001,22,111,302,413
2001,23,117,270,387
2001,24,96,325,421
2001,25,99,280,379
2001,26,143,314,457
2001,27,140,354,494
2001,28,137,352,489
2001,29,160,427,587
2001,30,173,417,590
2001,31,212,486,698
2001,32,238,486,724
2001,33,238,548,786
2001,34,281,598,879
2001,35,338,553,891
2001,36,329,596,925
2001,37,334,602,936
2001,38,375,671,1046
2001,39,396,734,1130
2001,40,434,742,1176
2001,41,475,765,1240
2001,42,506,825,1331
2001,43,609,828,1437
2001,44,589,840,1429
2001,45,618,954,1572
2001,46,700,1073,1773
2001,47,760,1184,1944
2001,48,810,1245,2055
2001,49,916,1409,2325
2001,50,1050,1460,2510
2001,51,1110,1658,2768
2001,52,1250,1880,3130
2001,53,1364,2139,3503
2001,54,1710,2512,4222
2001,55,1518,2267,3785
2001,56,1596,2489,4085
2001,57,1787,2735,4522
2001,58,1799,2931,4730
2001,59,1855,2903,4758
2001,60,1932,3011,4943
2001,61,2250,3449,5699
2001,62,2362,3831,6193
2001,63,2646,4098,6744
2001,64,2736,4291,7027
2001,65,3023,4654,7677
2001,66,3145,4990,8135
2001,67,3435,5342,8777
2001,68,3817,5602,9419
2001,69,4280,6327,10607
2001,70,4873,6938,11811
2001,71,5296,7371,12667
2001,72,5809,7819,13628
2001,73,6419,8236,14655
2001,74,6868,8831,15699
2001,75,7631,9482,17113
2001,76,8250,9691,17941
2001,77,8951,10103,19054
2001,78,9558,10375,19933
2001,79,10767,11107,21874
2001,80,12155,11673,23828
2001,81,12978,11450,24428
2001,82,9852,8122,17974
2001,83,9663,7726,17389
2001,84,11102,8087,19189
2001,85,12056,8490,20546
2001,86,12784,8132,20916
2001,87,12997,7435,20432
2001,88,12469,6831,19300
2001,89,11854,5896,17750
2001,90,10938,5018,15956
2001,91,10254,4120,14374
2001,92,9112,3495,12607
2001,93,8193,2675,10868
2001,94,6648,2017,8665
2001,95,5456,1434,6890
2001,96,4228,994,5222
2001,97,3219,749,3968
2001,98,2441,446,2887
2001,99,1676,283,1959
2001,100,1176,167,1343
2001,101,763,99,862
2001,102,472,42,514
2001,103,273,25,298
2001,104,163,19,182
2001,105,85,9,94
2001,106,36,3,39
2001,107,21,3,24
2001,108,16,0,16
2001,109,7,1,8
2001,110+,2,0,2
2002,0,1465,2032.01,3497.01
2002,1,117,152,269
2002,2,63.01,96,159.01
2002,3,42,54,96
2002,4,54,66,120
2002,5,39,49,88
2002,6,43,41,84
2002,7,34,42,76
2002,8,34,39,73
2002,9,30,52,82
2002,10,47,38,85
2002,11,28,64,92
2002,12,41,51,92
2002,13,40,78,118
2002,14,58,90,148
2002,15,52,105,157
2002,16,87,143,230
2002,17,107,206,313
2002,18,94,284.01,378.01
2002,19,109,254,363
2002,20,104,311,415
2002,21,105,278.01,383.01
2002,22,102,359,461
2002,23,100,300,400
2002,24,110,260,370
2002,25,124,326,450
2002,26,118,302,420
2002,27,131,352,483
2002,28,135,372,507
2002,29,154,401,555
2002,30,179,461,640
2002,31,237,438,675
2002,32,219,492,711
2002,33,262,490,752
2002,34,290,516.01,806.01
2002,35,292,526,818
2002,36,310,588,898
2002,37,349.01,673.01,1022.02
2002,38,414,622.01,1036.01
2002,39,442,698,1140
2002,40,428,761,1189
2002,41,454,806,1260
2002,42,514,796,1310
2002,43,573,933.01,1506.01
2002,44,609,902.01,1511.01
2002,45,672,1017.01,1689.01
2002,46,753.01,1059.01,1812.02
2002,47,748,1190,1938
2002,48,874.01,1219,2093.01
2002,49,906,1421,2327
2002,50,958.01,1493,2451.01
2002,51,1046,1621.01,2667.01
2002,52,1186.01,1788.01,2974.02
2002,53,1355,2019,3374
2002,54,1566.01,2298.01,3864.02
2002,55,1765,2697.01,4462.01
2002,56,1628.01,2459.01,4087.02
2002,57,1764,2673.01,4437.01
2002,58,1790.01,2942.01,4732.02
2002,59,1912.01,3088.01,5000.02
2002,60,2041.01,3207.02,5248.03
2002,61,2053.01,3200.01,5253.02
2002,62,2351.01,3719.02,6070.03
2002,63,2525.01,4050.02,6575.03
2002,64,2804.01,4388.02,7192.03
2002,65,2914.01,4675.02,7589.03
2002,66,3275.01,4899.02,8174.03
2002,67,3481.02,5310.02,8791.04
2002,68,3715.01,5561.02,9276.03
2002,69,4073.02,6116.02,10189.04
2002,70,4498.02,6496.02,10994.04
2002,71,5275.02,7360.03,12635.05
2002,72,5838.02,7712.03,13550.05
2002,73,6245.02,8018.03,14263.05
2002,74,6699.03,8667.03,15366.06
2002,75,7569.02,9202.03,16771.05
2002,76,8243.02,9787.03,18030.05
2002,77,8754.03,9939.03,18693.06
2002,78,9565.03,10122.04,19687.07
2002,79,10188.03,10590.04,20778.07
2002,80,11630.03,11160.04,22790.07
2002,81,12816.04,11752.04,24568.08
2002,82,13605.05,11434.03,25039.08
2002,83,10069.03,7980.02,18049.05
2002,84,9895.03,7231.02,17126.05
2002,85,11360.03,7724.02,19084.05
2002,86,12203.04,7809.03,20012.07
2002,87,12971.04,7599.02,20570.06
2002,88,12995.04,7022.02,20017.06
2002,89,12387.03,6262.02,18649.05
2002,90,11539.04,5193.02,16732.06
2002,91,10444.02,4364.02,14808.04
2002,92,9630.03,3577.01,13207.04
2002,93,8502.02,2884.01,11386.03
2002,94,7038.02,2170.01,9208.03
2002,95,5661.02,1618,7279.02
2002,96,4452.01,1125,5577.01
2002,97,3294.01,758,4052.01
2002,98,2485.01,505,2990.01
2002,99,1814,311,2125
2002,100,1233.01,190,1423.01
2002,101,783,129,912
2002,102,543,75,618
2002,103,296,26,322
2002,104,175,13,188
2002,105,90,12,102
2002,106,51,6,57
2002,107,35,1,36
2002,108,7,1,8
2002,109,6,2,8
2002,110+,2.99,0,2.99
2003,0,1657,2029.01,3686.01
2003,1,125,130,255
2003,2,79,86,165
2003,3,57,80,137
2003,4,51,55,106
2003,5,46,47,93
2003,6,39,48,87
2003,7,25,35,60
2003,8,31,39,70
2003,9,35,45,80
2003,10,34,36,70
2003,11,39,48,87
2003,12,57,62,119
2003,13,38,66,104
2003,14,53,77,130
2003,15,60,103,163
2003,16,74,139,213
2003,17,88,199,287
2003,18,94,281,375
2003,19,108,247,355
2003,20,102,297,399
2003,21,98,275.01,373.01
2003,22,114,289,403
2003,23,119,304,423
2003,24,106,302,408
2003,25,96,297,393
2003,26,119,298,417
2003,27,120.01,273,393.01
2003,28,150,337,487
2003,29,181,351,532
2003,30,209,359.01,568.01
2003,31,203,418.01,621.01
2003,32,217,491,708
2003,33,215,499.01,714.01
2003,34,292,500,792
2003,35,286,584.01,870.01
2003,36,335,590.01,925.01
2003,37,334,627.01,961.01
2003,38,398,644.01,1042.01
2003,39,414,711.01,1125.01
2003,40,480,774.01,1254.01
2003,41,494,762,1256
2003,42,514,860.01,1374.01
2003,43,581,946.01,1527.01
2003,44,646,910.01,1556.01
2003,45,646,948.01,1594.01
2003,46,716,1074.01,1790.01
2003,47,825,1175.01,2000.01
2003,48,844,1264.01,2108.01
2003,49,875,1322.01,2197.01
2003,50,1002.01,1514.01,2516.02
2003,51,1065,1551.01,2616.01
2003,52,1173,1744.01,2917.01
2003,53,1289,1927.02,3216.02
2003,54,1395.01,2170.02,3565.03
2003,55,1709,2594.02,4303.02
2003,56,1926,2899.03,4825.03
2003,57,1627.01,2753.02,4380.03
2003,58,1875,2841.02,4716.02
2003,59,2081.01,3094.03,5175.04
2003,60,2164.01,3472.03,5636.04
2003,61,2173.01,3371.03,5544.04
2003,62,2198.01,3505.03,5703.04
2003,63,2411.01,3944.04,6355.05
2003,64,2798.01,4352.03,7150.04
2003,65,3088.01,4576.04,7664.05
2003,66,3175.01,4901.04,8076.05
2003,67,3506.02,5280.05,8786.07
2003,68,3720.01,5657.04,9377.05
2003,69,4061.01,5952.05,10013.06
2003,70,4324.01,6189.05,10513.06
2003,71,4930.02,6963.05,11893.07
2003,72,5658.02,7485.06,13143.08
2003,73,6164.02,8069.06,14233.08
2003,74,6738.02,8502.06,15240.08
2003,75,7309.03,8775.06,16084.09
2003,76,7945.02,9342.07,17287.09
2003,77,8741.03,9855.07,18596.1
2003,78,9356.03,9922.07,19278.1
2003,79,10263.04,10471.07,20734.11
2003,80,10993.03,10539.07,21532.1
2003,81,12088.03,11246.07,23334.1
2003,82,13676.04,11610.06,25286.1
2003,83,14168.04,11408.06,25576.1
2003,84,10619.03,7765.05,18384.08
2003,85,10485.03,7375.04,17860.07
2003,86,11637.04,7415.05,19052.09
2003,87,12576.03,7331.04,19907.07
2003,88,12945.04,6997.04,19942.08
2003,89,12784.04,6414.04,19198.08
2003,90,12005.03,5605.03,17610.06
2003,91,10733.03,4616.03,15349.06
2003,92,9673.03,3876.02,13549.05
2003,93,8819.02,3117.02,11936.04
2003,94,7377.02,2209.01,9586.03
2003,95,6151.02,1773.01,7924.03
2003,96,4799.02,1194.01,5993.03
2003,97,3682.01,811,4493.01
2003,98,2633.01,504.01,3137.02
2003,99,1843.01,318,2161.01
2003,100,1333.01,214,1547.01
2003,101,876,123,999
2003,102,570,68,638
2003,103,344,37,381
2003,104,187,19,206
2003,105,97,11,108
2003,106,66,3,69
2003,107,20,0,20
2003,108,12,1,13
2003,109,9,0,9
2003,110+,0,0,0
2004,0,1590,2016,3606
2004,1,114,149,263
2004,2,57,71,128
2004,3,45,64,109
2004,4,41,45,86
2004,5,32,38,70
2004,6,40,44,84
2004,7,32,37,69
2004,8,25,43,68
2004,9,24,40,64
2004,10,30,50,80
2004,11,26,39,65
2004,12,42,63,105
2004,13,47,62,109
2004,14,46,73,119
2004,15,57,105,162
2004,16,86,122,208
2004,17,88,199,287
2004,18,99,244,343
2004,19,115,247,362
2004,20,94,252,346
2004,21,103,246,349
2004,22,110,285,395
2004,23,123,309,432
2004,24,103,281,384
2004,25,130,303,433
2004,26,128,271,399
2004,27,137,296,433
2004,28,124,278,402
2004,29,146,316,462
2004,30,163,383,546
2004,31,187,396,583
2004,32,216,450,666
2004,33,230,460,690
2004,34,254,489,743
2004,35,279,538,817
2004,36,311,579,890
2004,37,355,615,970
2004,38,415,632,1047
2004,39,446,737,1183
2004,40,425,746,1171
2004,41,456,759,1215
2004,42,541,796,1337
2004,43,587,922,1509
2004,44,610,961,1571
2004,45,670,967,1637
2004,46,755,1055,1810
2004,47,780,1112,1892
2004,48,803,1217,2020
2004,49,827,1340,2167
2004,50,978,1404,2382
2004,51,1066,1585,2651
2004,52,1032,1768,2800
2004,53,1229,1838,3067
2004,54,1298,2056,3354
2004,55,1464,2242,3706
2004,56,1766,2605,4371
2004,57,2029,3077,5106
2004,58,1804,2727,4531
2004,59,1929,2935,4864
2004,60,2154,3302,5456
2004,61,2168,3495,5663
2004,62,2228,3673,5901
2004,63,2310,3441,5751
2004,64,2600,4086,6686
2004,65,2802,4445,7247
2004,66,3156,4846,8002
2004,67,3351,5073,8424
2004,68,3731,5338,9069
2004,69,3898,5767,9665
2004,70,4102,6034,10136
2004,71,4521,6427,10948
2004,72,5141,7148,12289
2004,73,5867,7565,13432
2004,74,6436,7944,14380
2004,75,6924,8473,15397
2004,76,7441,8657,16098
2004,77,8027,9274,17301
2004,78,8851,9836,18687
2004,79,9226,9845,19071
2004,80,10071,10015,20086
2004,81,11032,10086,21118
2004,82,12153,10558,22711
2004,83,13230,10880,24110
2004,84,13685,10741,24426
2004,85,10263,7126,17389
2004,86,9835,6584,16419
2004,87,10883,6700,17583
2004,88,11552,6494,18046
2004,89,11693,6015,17708
2004,90,11316,5317,16633
2004,91,10471,4612,15083
2004,92,9447,3762,13209
2004,93,8027,2905,10932
2004,94,7200,2253,9453
2004,95,5787,1731,7518
2004,96,4662,1219,5881
2004,97,3565,827,4392
2004,98,2530,558,3088
2004,99,1816,357,2173
2004,100,1245,206,1451
2004,101,881,113,994
2004,102,514,57,571
2004,103,322,47,369
2004,104,189,15,204
2004,105,86,10,96
2004,106,56,2,58
2004,107,32,2,34
2004,108,11,0,11
2004,109,9,0,9
2004,110+,6,0,6
2005,0,1574,2109,3683
2005,1,127,135,262
2005,2,50,84,134
2005,3,46,62,108
2005,4,30,43,73
2005,5,26,37,63
2005,6,33,44,77
2005,7,33,35,68
2005,8,25,32,57
2005,9,33,37,70
2005,10,27,40,67
2005,11,31,55,86
2005,12,45,54,99
2005,13,46,65,111
2005,14,53,72,125
2005,15,51,83,134
2005,16,84,129,213
2005,17,100,208,308
2005,18,101,256,357
2005,19,103,239,342
2005,20,122,281,403
2005,21,110,256,366
2005,22,95,248,343
2005,23,102,298,400
2005,24,107,262,369
2005,25,103,287,390
2005,26,121,279,400
2005,27,128,275,403
2005,28,137,256,393
2005,29,143,304,447
2005,30,152,326,478
2005,31,166,334,500
2005,32,191,409,600
2005,33,220,474,694
2005,34,259,458,717
2005,35,264,517,781
2005,36,298,583,881
2005,37,349,632,981
2005,38,351,627,978
2005,39,386,651,1037
2005,40,454,740,1194
2005,41,471,812,1283
2005,42,548,862,1410
2005,43,580,914,1494
2005,44,653,897,1550
2005,45,630,1064,1694
2005,46,669,1075,1744
2005,47,759,1175,1934
2005,48,903,1288,2191
2005,49,910,1265,2175
2005,50,976,1422,2398
2005,51,999,1577,2576
2005,52,1145,1649,2794
2005,53,1149,1739,2888
2005,54,1326,1913,3239
2005,55,1457,2187,3644
2005,56,1658,2407,4065
2005,57,1976,2825,4801
2005,58,2137,3215,5352
2005,59,1915,2951,4866
2005,60,1998,3290,5288
2005,61,2291,3448,5739
2005,62,2358,3752,6110
2005,63,2344,3740,6084
2005,64,2524,3806,6330
2005,65,2868,4217,7085
2005,66,3236,4548,7784
2005,67,3396,5074,8470
2005,68,3570,5270,8840
2005,69,3850,5487,9337
2005,70,4046,5838,9884
2005,71,4381,6415,10796
2005,72,4974,6709,11683
2005,73,5380,7239,12619
2005,74,6198,8022,14220
2005,75,6815,8090,14905
2005,76,7345,8700,16045
2005,77,7802,9072,16874
2005,78,8633,9307,17940
2005,79,9359,9789,19148
2005,80,9933,9824,19757
2005,81,10755,10087,20842
2005,82,11402,9905,21307
2005,83,12685,10343,23028
2005,84,13712,10646,24358
2005,85,13938,9976,23914
2005,86,10225,6994,17219
2005,87,9819,6097,15916
2005,88,10701,6168,16869
2005,89,11318,6040,17358
2005,90,11109,5594,16703
2005,91,10807,4813,15620
2005,92,9630,3881,13511
2005,93,8622,3168,11790
2005,94,7141,2334,9475
2005,95,6028,1793,7821
2005,96,4787,1331,6118
2005,97,3733,922,4655
2005,98,2799,626,3425
2005,99,1954,362,2316
2005,100,1305,251,1556
2005,101,953,136,1089
2005,102,606,71,677
2005,103,355,33,388
2005,104,197,19,216
2005,105,126,14,140
2005,106,52,2,54
2005,107,28,1,29
2005,108,17,4,21
2005,109,9,1,10
2005,110+,9.01,1,10.01
2006,0,1659,2078,3737
2006,1,142,146,288
2006,2,70,85,155
2006,3,51,53,104
2006,4,40,44,84
2006,5,34,43,77
2006,6,36,36,72
2006,7,23,34,57
2006,8,39,46,85
2006,9,19,54,73
2006,10,29,46,75
2006,11,36,53,89
2006,12,36,46,82
2006,13,48,76,124
2006,14,51,78,129
2006,15,71,103,174
2006,16,70,143,213
2006,17,95,232,327
2006,18,101,248,349
2006,19,100,282,382
2006,20,103,299,402
2006,21,101,282,383
2006,22,102,302,404
2006,23,99,307,406
2006,24,115,292,407
2006,25,124,325,449
2006,26,141,298,439
2006,27,125,333,458
2006,28,155,284,439
2006,29,132,346,478
2006,30,160,362,522
2006,31,146,387,533
2006,32,162,442,604
2006,33,228,453,681
2006,34,231,482,713
2006,35,262,552,814
2006,36,316,584,900
2006,37,341,622,963
2006,38,367,659,1026
2006,39,426,705,1131
2006,40,447,738,1185
2006,41,492,825,1317
2006,42,558,864,1422
2006,43,595,918,1513
2006,44,630,1018,1648
2006,45,691,1043,1734
2006,46,691,1104,1795
2006,47,774,1183,1957
2006,48,893,1280,2173
2006,49,872,1333,2205
2006,50,1002,1427,2429
2006,51,979,1577,2556
2006,52,1144,1627,2771
2006,53,1183,1848,3031
2006,54,1246,1984,3230
2006,55,1364,2136,3500
2006,56,1620,2442,4062
2006,57,1702,2647,4349
2006,58,1958,3056,5014
2006,59,2353,3376,5729
2006,60,2028,3229,5257
2006,61,2247,3523,5770
2006,62,2438,3754,6192
2006,63,2564,3922,6486
2006,64,2581,3927,6508
2006,65,2577,3968,6545
2006,66,2938,4428,7366
2006,67,3290,4836,8126
2006,68,3635,5233,8868
2006,69,3647,5352,8999
2006,70,4012,5784,9796
2006,71,4409,6144,10553
2006,72,4660,6424,11084
2006,73,5158,6765,11923
2006,74,5964,7385,13349
2006,75,6531,7948,14479
2006,76,7004,8379,15383
2006,77,7578,8705,16283
2006,78,8113,8906,17019
2006,79,8911,9422,18333
2006,80,9526,9756,19282
2006,81,10240,9654,19894
2006,82,10734,9964,20698
2006,83,11550,9804,21354
2006,84,12690,9994,22684
2006,85,13705,10142,23847
2006,86,13703,9605,23308
2006,87,10027,6271,16298
2006,88,9416,5394,14810
2006,89,9963,5498,15461
2006,90,10238,5232,15470
2006,91,10346,4815,15161
2006,92,9542,4022,13564
2006,93,8500,3236,11736
2006,94,7112,2463,9575
2006,95,5862,1826,7688
2006,96,4741,1319,6060
2006,97,3741,969,4710
2006,98,2795,634,3429
2006,99,1902,353,2255
2006,100,1353,246,1599
2006,101,895,140,1035
2006,102,594,82,676
2006,103,349,37,386
2006,104,187,21,208
2006,105,125,12,137
2006,106,65,5,70
2006,107,22,3,25
2006,108,18,2,20
2006,109,10,0,10
2006,110+,7,0,7
2007,0,1627,2113,3740
2007,1,118,154,272
2007,2,61,104,165
2007,3,53,70,123
2007,4,34,51,85
2007,5,29,40,69
2007,6,31,39,70
2007,7,27,34,61
2007,8,23,46,69
2007,9,27,41,68
2007,10,42,27,69
2007,11,34,46,80
2007,12,44,52,96
2007,13,42,64,106
2007,14,50,81,131
2007,15,51,113,164
2007,16,74,142,216
2007,17,98,201,299
2007,18,103,256,359
2007,19,97,267,364
2007,20,85,276,361
2007,21,108,301,409
2007,22,107,295,402
2007,23,97,297,394
2007,24,125,322,447
2007,25,104,300,404
2007,26,132,331,463
2007,27,112,326,438
2007,28,128,339,467
2007,29,146,302,448
2007,30,154,347,501
2007,31,154,389,543
2007,32,200,435,635
2007,33,206,457,663
2007,34,239,485,724
2007,35,276,549,825
2007,36,280,571,851
2007,37,325,589,914
2007,38,355,628,983
2007,39,417,715,1132
2007,40,485,755,1240
2007,41,512,784,1296
2007,42,548,945,1493
2007,43,603,922,1525
2007,44,597,965,1562
2007,45,710,1064,1774
2007,46,717,1067,1784
2007,47,792,1147,1939
2007,48,858,1190,2048
2007,49,883,1321,2204
2007,50,985,1374,2359
2007,51,1017,1499,2516
2007,52,1009,1596,2605
2007,53,1204,1836,3040
2007,54,1312,1951,3263
2007,55,1400,2152,3552
2007,56,1521,2329,3850
2007,57,1682,2456,4138
2007,58,1839,2903,4742
2007,59,2104,3266,5370
2007,60,2433,3588,6021
2007,61,2322,3467,5789
2007,62,2316,3728,6044
2007,63,2698,3944,6642
2007,64,2711,4161,6872
2007,65,2677,4156,6833
2007,66,2793,4183,6976
2007,67,3167,4593,7760
2007,68,3400,5162,8562
2007,69,3881,5497,9378
2007,70,4175,5614,9789
2007,71,4317,5988,10305
2007,72,4659,6424,11083
2007,73,5077,6562,11639
2007,74,5539,7159,12698
2007,75,6118,7851,13969
2007,76,6933,8370,15303
2007,77,7511,8694,16205
2007,78,7890,8837,16727
2007,79,8607,9100,17707
2007,80,9440,9429,18869
2007,81,10076,9871,19947
2007,82,10685,9942,20627
2007,83,11398,9773,21171
2007,84,12164,9621,21785
2007,85,13153,9700,22853
2007,86,14035,9727,23762
2007,87,13812,9032,22844
2007,88,9898,5890,15788
2007,89,9231,5141,14372
2007,90,9737,5173,14910
2007,91,9677,4489,14166
2007,92,9673,4128,13801
2007,93,8803,3335,12138
2007,94,7477,2501,9978
2007,95,6210,2064,8274
2007,96,5041,1427,6468
2007,97,3785,1029,4814
2007,98,2973,725,3698
2007,99,2155,449,2604
2007,100,1501,273,1774
2007,101,954,188,1142
2007,102,632,102,734
2007,103,406,38,444
2007,104,229,22,251
2007,105,126,14,140
2007,106,55,8,63
2007,107,24,2,26
2007,108,14,0,14
2007,109,12,1,13
2007,110+,4,1,5
2008,0,1622,2123,3745
2008,1,120,144,264
2008,2,72,70,142
2008,3,61,60,121
2008,4,43,45,88
2008,5,31,50,81
2008,6,29,42,71
2008,7,32,38,70
2008,8,30,43,73
2008,9,36,38,74
2008,10,28,44,72
2008,11,34,35,69
2008,12,28,38,66
2008,13,39,45,84
2008,14,32,56,88
2008,15,59,84,143
2008,16,57,148,205
2008,17,92,218,310
2008,18,113,243,356
2008,19,109,262,371
2008,20,102,310,412
2008,21,112,258,370
2008,22,113,301,414
2008,23,104,318,422
2008,24,113,300,413
2008,25,116,300,416
2008,26,134,338,472
2008,27,137,336,473
2008,28,135,357,492
2008,29,152,357,509
2008,30,151,351,502
2008,31,160,374,534
2008,32,206,360,566
2008,33,218,446,664
2008,34,258,499,757
2008,35,254,570,824
2008,36,276,556,832
2008,37,334,595,929
2008,38,380,696,1076
2008,39,422,691,1113
2008,40,462,762,1224
2008,41,512,869,1381
2008,42,546,852,1398
2008,43,608,963,1571
2008,44,652,965,1617
2008,45,693,1107,1800
2008,46,777,1147,1924
2008,47,786,1270,2056
2008,48,841,1271,2112
2008,49,880,1350,2230
2008,50,1057,1517,2574
2008,51,1100,1553,2653
2008,52,1072,1590,2662
2008,53,1126,1717,2843
2008,54,1348,1898,3246
2008,55,1354,2081,3435
2008,56,1441,2183,3624
2008,57,1573,2435,4008
2008,58,1752,2614,4366
2008,59,2090,3018,5108
2008,60,2377,3471,5848
2008,61,2724,3889,6613
2008,62,2379,3597,5976
2008,63,2561,3976,6537
2008,64,2809,4142,6951
2008,65,2903,4348,7251
2008,66,2836,4324,7160
2008,67,2997,4332,7329
2008,68,3381,5032,8413
2008,69,3730,5456,9186
2008,70,4054,5793,9847
2008,71,4321,6090,10411
2008,72,4651,6396,11047
2008,73,5135,6847,11982
2008,74,5488,6827,12315
2008,75,5919,7460,13379
2008,76,6720,7979,14699
2008,77,7355,8507,15862
2008,78,8038,8906,16944
2008,79,8599,9290,17889
2008,80,9227,9304,18531
2008,81,9983,9760,19743
2008,82,10557,9772,20329
2008,83,11249,9658,20907
2008,84,11813,9731,21544
2008,85,12422,9483,21905
2008,86,13211,9638,22849
2008,87,14227,9171,23398
2008,88,14252,8528,22780
2008,89,9942,5486,15428
2008,90,8881,4654,13535
2008,91,9463,4582,14045
2008,92,9401,4003,13404
2008,93,8851,3448,12299
2008,94,7851,2748,10599
2008,95,6488,2160,8648
2008,96,5199,1603,6802
2008,97,3983,1137,5120
2008,98,3216,707,3923
2008,99,2279,484,2763
2008,100,1611,318,1929
2008,101,1016,178,1194
2008,102,669,112,781
2008,103,433,55,488
2008,104,241,36,277
2008,105,140,15,155
2008,106,78,7,85
2008,107,43,3,46
2008,108,13,0,13
2008,109,14,1,15
2008,110+,8,0,8
2009,0,1610,2067,3677
2009,1,96,127,223
2009,2,74,73,147
2009,3,56,42,98
2009,4,47,34,81
2009,5,39,41,80
2009,6,26,37,63
2009,7,24,26,50
2009,8,23,37,60
2009,9,38,29,67
2009,10,27,29,56
2009,11,34,39,73
2009,12,38,39,77
2009,13,40,53,93
2009,14,49,56,105
2009,15,56,102,158
2009,16,76,115,191
2009,17,77,204,281
2009,18,93,238,331
2009,19,99,266,365
2009,20,101,264,365
2009,21,111,275,386
2009,22,89,245,334
2009,23,111,271,382
2009,24,97,286,383
2009,25,127,305,432
2009,26,121,334,455
2009,27,134,307,441
2009,28,153,362,515
2009,29,169,351,520
2009,30,168,380,548
2009,31,167,327,494
2009,32,169,362,531
2009,33,181,380,561
2009,34,237,439,676
2009,35,255,536,791
2009,36,269,539,808
2009,37,312,584,896
2009,38,352,654,1006
2009,39,383,697,1080
2009,40,472,805,1277
2009,41,486,846,1332
2009,42,518,911,1429
2009,43,572,964,1536
2009,44,669,1048,1717
2009,45,737,1096,1833
2009,46,738,1177,1915
2009,47,767,1156,1923
2009,48,822,1242,2064
2009,49,868,1307,2175
2009,50,1001,1393,2394
